label,sample,beta,mean_path_uncertainty,final_uncertainty,linear_target_gain,mlp_target_gain,linear_damage,mlp_damage
3,1464,0.5,0.22086266209907685,0.23274713486621842,1.0,0.27412619054460396,0.38607108630424736,0.49333277440919143
4,24,0.0,0.08610118122820358,0.08705547982424118,0.0,-1.1350857435044425e-24,0.0007881606450506242,0.09318243183778102
4,24,0.5,0.05285853772705342,0.02706096311370854,0.0,-9.174841010404569e-25,0.0007882197786838491,0.09288582723785525
4,58,0.0,0.06943222841319782,0.032876339189893515,1.0,-0.0003371288960117255,0.21791959181123854,0.07941003201619143
4,58,0.5,0.06894926879435291,0.032273328680589984,1.0,-0.0003376261200246791,0.21799350239143672,0.08006352610574335
4,62,0.0,0.08539951836218052,0.08243589781852138,0.0,1.3499535184495673e-08,0.09593484432531763,0.09601083283960016
4,62,0.5,0.08492431697462377,0.08112168535142938,0.0,1.2277475582810549e-08,0.09035043488706268,0.0967003963330143
4,72,0.0,0.08687908199317229,0.08705576812449352,0.0,-3.437122499855672e-22,1.8236005119479091e-06,0.055100795636254585
4,72,0.5,0.08683064593038353,0.08705575929922386,0.0,-3.437122499855676e-22,1.0206538830672404e-06,0.06336070413161765
4,87,0.0,0.0854045470823722,0.08705525183951333,0.0,-1.5661172964931302e-25,0.0,0.06465099258178614
4,87,0.5,0.040690806772468294,0.025160312451603103,0.0,-1.555931640333813e-25,0.5,0.05332862294331149
