label,index,alpha,mean,std,rel_norm
Label 7,150,3.0,0.5811483189283956,0.09156548539371322,0.15826312858638913
Label 7,150,4.0,1.0329958953674605,0.06545309747159316,0.21609253946082962
Label 7,200,0.1,-0.01839209061431444,0.0811033713558202,0.02972783193188265
Label 7,200,0.5,0.02538463572208345,0.08166071251180115,0.14378598844726845
Label 7,200,0.75,0.05508955042023324,0.08232223781097625,0.20626522864971444
Label 7,200,1.0,0.09192201748508841,0.08311367989625623,0.25906478161613594
Label 7,200,1.5,0.2052361201691375,0.08453291017089898,0.34103808880214487
Label 7,200,2.0,0.38714775794064693,0.08476866128062857,0.4109625259113897
Label 7,200,2.5,0.6307320106968528,0.08211773578509506,0.4798432282041274
Label 7,200,3.0,0.8987224384144226,0.0756858826267769,0.5510873725867891
Label 7,200,4.0,1.284054063977544,0.06142277715522907,0.700359340952399
